"Mass","formula","element_comp","class","HC","OC","AImod","NOSC","C","H","O","N","S","P"
365.1453585,"C15H26O10","CHO","aliphatic",1.73,0.67,-0.2,-0.4,15,26,10,0,0,0
365.1482593,"C14H27O7N2P1","CHONP","aliphatic",1.93,0.5,-0.4667,-0.5,14,27,7,2,0,1
365.1606111,"C19H26O7","CHO","unsaturated/lignin",1.37,0.37,0.2258,-0.6316,19,26,7,0,0,0
365.1638071,"C16H30O7S1","CHOS","aliphatic",1.88,0.44,-0.2174,-0.875,16,30,7,0,1,0
365.1816933,"C16H30O9","CHO","aliphatic",1.88,0.56,-0.2174,-0.75,16,30,9,0,0,0
365.1969535,"C20H30O6","CHO","aliphatic",1.5,0.3,0.1765,-0.9,20,30,6,0,0,0
365.2002335,"C17H34O6S1","CHOS","aliphatic",2,0.35,-0.2308,-1.1765,17,34,6,0,1,0
365.2100248,"C17H35O6P1","CHOP","aliphatic",2.06,0.35,-0.2308,-1.3529,17,35,6,0,0,1
365.2181261,"C17H34O8","CHO","aliphatic",2,0.47,-0.2308,-1.0588,17,34,8,0,0,0
365.2333849,"C21H34O5","CHO","aliphatic",1.62,0.24,0.1351,-1.1429,21,34,5,0,0,0
365.2367556,"C18H38O5S1","CHOS","aliphatic",2.11,0.28,-0.2414,-1.4444,18,38,5,0,1,0
366.0102852,"C14H9O11N1","CHON","aromatic",0.64,0.79,0.6,1.1429,14,9,11,1,0,0
366.0230286,"C22H9O3N1S1","CHONS","condensed_arom",0.41,0.14,0.8378,0.0909,22,9,3,1,1,0
366.0255181,"C18H9O8N1","CHON","condensed_arom",0.5,0.44,0.7692,0.5556,18,9,8,1,0,0
366.0378144,"C18H13O2N3S2","CHONS","condensed_arom",0.72,0.11,0.6667,0.2222,18,13,2,3,2,0
366.046671,"C15H13O10N1","CHON","unsaturated/lignin",0.87,0.67,0.4444,0.6667,15,13,10,1,0,0
366.0496142,"C14H14O7N3P1","CHONP","unsaturated/lignin",1,0.5,0.3846,0.6429,14,14,7,3,0,1
366.049798,"C14H14O7N3P1","CHONP","unsaturated/lignin",1,0.5,0.3846,0.6429,14,14,7,3,0,1
366.0577641,"C14H13O9N3","CHON","unsaturated/lignin",0.93,0.64,0.3846,1,14,13,9,3,0,0
366.0580168,"C14H13O9N3","CHON","unsaturated/lignin",0.93,0.64,0.3846,1,14,13,9,3,0,0
366.0593712,"C23H13O2N1S1","CHONS","condensed_arom",0.57,0.09,0.75,-0.1739,23,13,2,1,1,0
366.0597078,"C12H18O10N1P1","CHONP","aliphatic",1.5,0.83,-0.4,0.4167,12,18,10,1,0,1
366.0620164,"C19H13O7N1","CHON","aromatic",0.68,0.37,0.6552,0.2105,19,13,7,1,0,0
366.0830789,"C16H17O9N1","CHON","unsaturated/lignin",1.06,0.56,0.3333,0.25,16,17,9,1,0,0
366.0961205,"C13H22O9N1P1","CHONP","aliphatic",1.69,0.69,-0.3846,-0.0769,13,22,9,1,0,1
366.1194529,"C17H21O8N1","CHON","unsaturated/lignin",1.24,0.47,0.25,-0.1176,17,21,8,1,0,0
366.1437426,"C13H26O7N3P1","CHONP","aliphatic",2,0.54,-0.8182,-0.2308,13,26,7,3,0,1
366.155882,"C18H25O7N1","CHON","unsaturated/lignin",1.39,0.39,0.1852,-0.4444,18,25,7,1,0,0
366.1688841,"C15H30O7N1P1","CHONP","aliphatic",2,0.47,-0.3684,-0.8667,15,30,7,1,0,1
366.176996,"C15H29O9N1","CHON","aliphatic",1.93,0.6,-0.3684,-0.5333,15,29,9,1,0,0
366.1801127,"C14H30O6N3P1","CHONP","aliphatic",2.14,0.43,-0.7143,-0.6429,14,30,6,3,0,1
366.1840802,"C19H30O4N1P1","CHONP","aliphatic",1.58,0.21,0.1333,-1,19,30,4,1,0,1
366.1922258,"C19H29O6N1","CHON","aliphatic",1.53,0.32,0.1333,-0.7368,19,29,6,1,0,0
366.2052665,"C16H34O6N1P1","CHONP","aliphatic",2.12,0.38,-0.3636,-1.1875,16,34,6,1,0,1
366.2416517,"C17H38O5N1P1","CHONP","aliphatic",2.24,0.29,-0.36,-1.4706,17,38,5,1,0,1
366.2497536,"C17H37O7N1","CHON","aliphatic",2.18,0.41,-0.36,-1.1765,17,37,7,1,0,0
366.9943357,"C14H8O12","CHO","aromatic",0.57,0.86,0.625,1.1429,14,8,12,0,0,0
367.0055352,"C13H8O11N2","CHON","aromatic",0.62,0.85,0.6364,1.5385,13,8,11,2,0,0
367.0072448,"C11H13O12P1","CHOP","unsaturated/lignin",1.18,1.09,-0.25,1,11,13,12,0,0,1
367.0095659,"C18H8O9","CHO","condensed_arom",0.44,0.5,0.7778,0.5556,18,8,9,0,0,0
367.012829,"C15H12O9S1","CHOS","unsaturated/lignin",0.8,0.6,0.4737,0.5333,15,12,9,0,1,0
367.0130248,"C15H12O9S1","CHOS","unsaturated/lignin",0.8,0.6,0.4737,0.5333,15,12,9,0,1,0
367.0201421,"C9H12O10N4S1","CHONS","condensed_arom",1.33,1.11,4,2.4444,9,12,10,4,1,0
367.0306749,"C15H12O11","CHO","unsaturated/lignin",0.8,0.73,0.4737,0.6667,15,12,11,0,0,0
367.0385535,"C20H17O1S2P1","CHOSP","aromatic",0.85,0.05,0.5758,-0.55,20,17,1,0,2,1
367.0419618,"C14H12O10N2","CHON","unsaturated/lignin",0.86,0.71,0.4286,1,14,12,10,2,0,0
367.043647,"C12H17O11P1","CHOP","unsaturated/lignin",1.42,0.92,-0.2727,0.4167,12,17,11,0,0,1
367.0459731,"C19H12O8","CHO","condensed_arom",0.63,0.42,0.6667,0.2105,19,12,8,0,0,0
367.0469741,"C20H16O3S2","CHOS","aromatic",0.8,0.15,0.5758,-0.3,20,16,3,0,2,0
367.048872,"C18H13O5N2P1","CHONP","condensed_arom",0.72,0.28,0.68,0.1667,18,13,5,2,0,1
367.0491427,"C16H16O8S1","CHOS","unsaturated/lignin",1,0.5,0.3636,0.125,16,16,8,0,1,0
367.0566101,"C10H16O9N4S1","CHONS","aliphatic",1.6,0.9,-9,1.6,10,16,9,4,1,0
367.0671101,"C16H16O10","CHO","unsaturated/lignin",1,0.62,0.3636,0.25,16,16,10,0,0,0
367.0783773,"C15H16O9N2","CHON","unsaturated/lignin",1.07,0.6,0.2941,0.5333,15,16,9,2,0,0
367.0801097,"C13H21O10P1","CHOP","aliphatic",1.62,0.77,-0.2857,-0.0769,13,21,10,0,0,1
367.082356,"C20H16O7","CHO","aromatic",0.8,0.35,0.5758,-0.1,20,16,7,0,0,0
367.088092,"C13H20O12","CHO","aliphatic",1.54,0.92,-0.2857,0.3077,13,20,12,0,0,0
367.0929978,"C21H21O2S1P1","CHOSP","aromatic",1,0.1,0.5,-0.7143,21,21,2,0,1,1
367.103455,"C17H20O9","CHO","unsaturated/lignin",1.18,0.53,0.28,-0.1176,17,20,9,0,0,0
367.1066105,"C16H21O6N2P1","CHONP","unsaturated/lignin",1.31,0.38,0.2,-0.1875,16,21,6,2,0,1
367.1081257,"C15H20O5N4S1","CHONS","unsaturated/lignin",1.33,0.33,0.0667,0.2667,15,20,5,4,1,0
367.1147927,"C16H20O8N2","CHON","unsaturated/lignin",1.25,0.5,0.2,0.125,16,20,8,2,0,0
367.1165199,"C14H25O9P1","CHOP","aliphatic",1.79,0.64,-0.2941,-0.5,14,25,9,0,0,1
367.1187046,"C21H20O6","CHO","aromatic",0.95,0.29,0.5,-0.381,21,20,6,0,0,0
367.124613,"C14H24O11","CHO","aliphatic",1.71,0.79,-0.2941,-0.1429,14,24,11,0,0,0
367.1276267,"C13H25O8N2P1","CHONP","aliphatic",1.92,0.62,-0.6667,-0.2308,13,25,8,2,0,1
367.1398895,"C18H24O8","CHO","unsaturated/lignin",1.33,0.44,0.2143,-0.4444,18,24,8,0,0,0
367.1429444,"C15H28O8S1","CHOS","aliphatic",1.87,0.53,-0.3,-0.6667,15,28,8,0,1,0
367.1431986,"C15H28O8S1","CHOS","aliphatic",1.87,0.53,-0.3,-0.6667,15,28,8,0,1,0
367.1582705,"C19H28O5S1","CHOS","unsaturated/lignin",1.47,0.26,0.1613,-0.8421,19,28,5,0,1,0
367.1609752,"C15H28O10","CHO","aliphatic",1.87,0.67,-0.3,-0.5333,15,28,10,0,0,0
367.1640959,"C14H29O7N2P1","CHONP","aliphatic",2.07,0.5,-0.6,-0.6429,14,29,7,2,0,1
367.1691995,"C20H25O1N4P1","CHONP","unsaturated/lignin",1.25,0.05,0.3793,-0.55,20,25,1,4,0,1
367.1762176,"C19H28O7","CHO","unsaturated/lignin",1.47,0.37,0.1613,-0.7368,19,28,7,0,0,0
367.1892853,"C16H33O7P1","CHOP","aliphatic",2.06,0.44,-0.3043,-1.1875,16,33,7,0,0,1
367.1948108,"C20H32O4S1","CHOS","aliphatic",1.6,0.2,0.1176,-1.1,20,32,4,0,1,0
367.2126442,"C20H32O6","CHO","aliphatic",1.6,0.3,0.1176,-1,20,32,6,0,0,0
367.2159865,"C17H36O6S1","CHOS","aliphatic",2.12,0.35,-0.3077,-1.2941,17,36,6,0,1,0
367.2256758,"C17H37O6P1","CHOP","aliphatic",2.18,0.35,-0.3077,-1.4706,17,37,6,0,0,1
367.231229,"C21H36O3S1","CHOS","aliphatic",1.71,0.14,0.0811,-1.3333,21,36,3,0,1,0
367.2489595,"C21H36O5","CHO","aliphatic",1.71,0.24,0.0811,-1.2381,21,36,5,0,0,0
367.9643675,"C11H3O12N3","CHON","condensed_arom",0.27,1.09,1.5,2.7273,11,3,12,3,0,0
368.0048764,"C17H7O9N1","CHON","condensed_arom",0.41,0.53,0.8261,0.8235,17,7,9,1,0,0
368.0259572,"C14H11O11N1","CHON","unsaturated/lignin",0.79,0.79,0.4667,1,14,11,11,1,0,0
368.0387341,"C22H11O3N1S1","CHONS","condensed_arom",0.5,0.14,0.7838,0,22,11,3,1,1,0
368.041195,"C18H11O8N1","CHON","condensed_arom",0.61,0.44,0.6923,0.4444,18,11,8,1,0,0
368.0442258,"C17H12O5N3P1","CHONP","condensed_arom",0.71,0.29,0.7143,0.4118,17,12,5,3,0,1
368.0623723,"C15H15O10N1","CHON","unsaturated/lignin",1,0.67,0.3333,0.5333,15,15,10,1,0,0
368.0737215,"C14H15O9N3","CHON","unsaturated/lignin",1.07,0.64,0.2308,0.8571,14,15,9,3,0,0
368.0743088,"C15H19O4N3S2","CHONS","unsaturated/lignin",1.27,0.27,0.125,0.1333,15,19,4,3,2,0
368.0776557,"C19H15O7N1","CHON","aromatic",0.79,0.37,0.5862,0.1053,19,15,7,1,0,0
368.0987044,"C16H19O9N1","CHON","unsaturated/lignin",1.19,0.56,0.2381,0.125,16,19,9,1,0,0
368.1117523,"C13H24O9N1P1","CHONP","aliphatic",1.85,0.69,-0.5385,-0.2308,13,24,9,1,0,1
368.1229936,"C12H24O8N3P1","CHONP","aliphatic",2,0.67,-1.25,0.0833,12,24,8,3,0,1
368.1292994,"C24H19O3N1","CHON","aromatic",0.79,0.12,0.6279,-0.4167,24,19,3,1,0,0
368.1351353,"C17H23O8N1","CHON","unsaturated/lignin",1.35,0.47,0.1667,-0.2353,17,23,8,1,0,0
368.1562672,"C14H27O10N1","CHON","aliphatic",1.93,0.71,-0.5,-0.2857,14,27,10,1,0,0
368.171474,"C18H27O7N1","CHON","aliphatic",1.5,0.39,0.1111,-0.5556,18,27,7,1,0,0
368.182686,"C17H27O6N3","CHON","aliphatic",1.59,0.35,0,-0.3529,17,27,6,3,0,0
368.1843176,"C15H32O7N1P1","CHONP","aliphatic",2.13,0.47,-0.4737,-1,15,32,7,1,0,1
368.2112984,"C16H35O6N1S1","CHONS","aliphatic",2.19,0.38,-0.4545,-1.125,16,35,6,1,1,0
368.9735859,"C13H6O13","CHO","condensed_arom",0.46,1,0.6923,1.5385,13,6,13,0,0,0
368.9763837,"C12H7O10N2P1","CHONP","condensed_arom",0.58,0.83,0.75,1.5833,12,7,10,2,0,1
368.9888675,"C17H6O10","CHO","condensed_arom",0.35,0.59,0.8333,0.8235,17,6,10,0,0,0
368.9922746,"C14H10O10S1","CHOS","aromatic",0.71,0.71,0.5,0.8571,14,10,10,0,1,0
369.0018632,"C14H11O10P1","CHOP","aromatic",0.79,0.71,0.5,0.6429,14,11,10,0,0,1
369.0076079,"C18H10O7S1","CHOS","condensed_arom",0.56,0.39,0.7037,0.3333,18,10,7,0,1,0
369.0099786,"C14H10O12","CHO","aromatic",0.71,0.86,0.5,1,14,10,12,0,0,0
369.0176707,"C19H15O2S2P1","CHOSP","aromatic",0.79,0.11,0.6,-0.3684,19,15,2,0,2,1
369.0228583,"C11H15O12P1","CHOP","unsaturated/lignin",1.36,1.09,-0.5,0.8182,11,15,12,0,0,1
369.0252119,"C18H10O9","CHO","condensed_arom",0.56,0.5,0.7037,0.4444,18,10,9,0,0,0
369.0284868,"C15H14O9S1","CHOS","unsaturated/lignin",0.93,0.6,0.3684,0.4,15,14,9,0,1,0
369.0306406,"C24H6O3N2","CHON","condensed_arom",0.25,0.12,0.9512,0.25,24,6,3,2,0,0
369.0357842,"C9H14O10N4S1","CHONS","condensed_arom",1.56,1.11,5,2.2222,9,14,10,4,1,0
369.0414785,"C12H19O9S1P1","CHOSP","aliphatic",1.58,0.75,-0.4545,0.0833,12,19,9,0,1,1
369.0463166,"C15H14O11","CHO","unsaturated/lignin",0.93,0.73,0.3684,0.5333,15,14,11,0,0,0
369.0540972,"C20H19O1S2P1","CHOSP","aromatic",0.95,0.05,0.5152,-0.65,20,19,1,0,2,1
369.05758,"C14H14O10N2","CHON","unsaturated/lignin",1,0.71,0.2857,0.8571,14,14,10,2,0,0
369.0592657,"C12H19O11P1","CHOP","aliphatic",1.58,0.92,-0.4545,0.25,12,19,11,0,0,1
369.0615986,"C19H14O8","CHO","aromatic",0.74,0.42,0.6,0.1053,19,14,8,0,0,0
369.0646065,"C16H18O8S1","CHOS","unsaturated/lignin",1.12,0.5,0.2727,0,16,18,8,0,1,0
369.0669743,"C25H10O2N2","CHON","condensed_arom",0.4,0.08,0.8636,0,25,10,2,2,0,0
369.0722571,"C20H19O3S1P1","CHOSP","aromatic",0.95,0.15,0.5152,-0.55,20,19,3,0,1,1
369.0827431,"C16H18O10","CHO","unsaturated/lignin",1.12,0.62,0.2727,0.125,16,18,10,0,0,0
369.0939507,"C15H18O9N2","CHON","unsaturated/lignin",1.2,0.6,0.1765,0.4,15,18,9,2,0,0
369.0957139,"C13H23O10P1","CHOP","aliphatic",1.77,0.77,-0.4286,-0.2308,13,23,10,0,0,1
369.0974947,"C12H22O9N2S1","CHONS","aliphatic",1.83,0.75,-1,0.3333,12,22,9,2,1,0
369.0979757,"C20H18O7","CHO","aromatic",0.9,0.35,0.5152,-0.2,20,18,7,0,0,0
369.101129,"C19H19O4N2P1","CHONP","aromatic",1,0.21,0.5,-0.2632,19,19,4,2,0,1
369.1086207,"C21H23O2S1P1","CHOSP","unsaturated/lignin",1.1,0.1,0.4444,-0.8095,21,23,2,0,1,1
369.119076,"C17H22O9","CHO","unsaturated/lignin",1.29,0.53,0.2,-0.2353,17,22,9,0,0,0
369.1304979,"C16H22O8N2","CHON","unsaturated/lignin",1.38,0.5,0.1,0,16,22,8,2,0,0
369.1321361,"C14H27O9P1","CHOP","aliphatic",1.93,0.64,-0.4118,-0.6429,14,27,9,0,0,1
369.1342677,"C21H22O6","CHO","unsaturated/lignin",1.05,0.29,0.4444,-0.4762,21,22,6,0,0,0
369.1344951,"C21H22O6","CHO","unsaturated/lignin",1.05,0.29,0.4444,-0.4762,21,22,6,0,0,0
369.1400805,"C14H26O11","CHO","aliphatic",1.86,0.79,-0.4118,-0.2857,14,26,11,0,0,0
369.1432954,"C13H27O8N2P1","CHONP","aliphatic",2.08,0.62,-0.8333,-0.3846,13,27,8,2,0,1
369.1555093,"C18H26O8","CHO","unsaturated/lignin",1.44,0.44,0.1429,-0.5556,18,26,8,0,0,0
369.1685552,"C15H31O8P1","CHOP","aliphatic",2.07,0.53,-0.4,-1,15,31,8,0,0,1
369.1721273,"C23H22O1N4","CHON","aromatic",0.96,0.04,0.5676,-0.3478,23,22,1,4,0,0
369.1740763,"C19H30O5S1","CHOS","aliphatic",1.58,0.26,0.0968,-0.9474,19,30,5,0,1,0
369.1779823,"C16H26O6N4","CHON","aliphatic",1.62,0.38,-0.1111,-0.125,16,26,6,4,0,0
369.1838161,"C19H31O5P1","CHOP","aliphatic",1.63,0.26,0.0968,-1.1053,19,31,5,0,0,1
369.1918474,"C19H30O7","CHO","aliphatic",1.58,0.37,0.0968,-0.8421,19,30,7,0,0,0
369.2049052,"C16H35O7P1","CHOP","aliphatic",2.19,0.44,-0.3913,-1.3125,16,35,7,0,0,1
369.2071933,"C23H30O4","CHO","unsaturated/lignin",1.3,0.17,0.3333,-0.9565,23,30,4,0,0,0
369.2103834,"C20H34O4S1","CHOS","aliphatic",1.7,0.2,0.0588,-1.2,20,34,4,0,1,0
369.2105769,"C20H34O4S1","CHOS","aliphatic",1.7,0.2,0.0588,-1.2,20,34,4,0,1,0
369.2143932,"C17H30O5N4","CHON","aliphatic",1.76,0.29,-0.1429,-0.4706,17,30,5,4,0,0
369.2282737,"C20H34O6","CHO","aliphatic",1.7,0.3,0.0588,-1.1,20,34,6,0,0,0
369.2645842,"C21H38O5","CHO","aliphatic",1.81,0.24,0.027,-1.3333,21,38,5,0,0,0
369.2647899,"C21H38O5","CHO","aliphatic",1.81,0.24,0.027,-1.3333,21,38,5,0,0,0
369.3010566,"C22H42O4","CHO","aliphatic",1.91,0.18,0,-1.5455,22,42,4,0,0,0
370.0204913,"C17H9O9N1","CHON","condensed_arom",0.53,0.53,0.7391,0.7059,17,9,9,1,0,0
370.0327364,"C17H13O3N3S2","CHONS","aromatic",0.76,0.18,0.619,0.3529,17,13,3,3,2,0
370.0332638,"C25H9O1N1S1","CHONS","condensed_arom",0.36,0.04,0.8667,-0.08,25,9,1,1,1,0
370.0415967,"C14H13O11N1","CHON","unsaturated/lignin",0.93,0.79,0.3333,0.8571,14,13,11,1,0,0
370.0567977,"C18H13O8N1","CHON","aromatic",0.72,0.44,0.6154,0.3333,18,13,8,1,0,0
370.0570185,"C18H13O8N1","CHON","aromatic",0.72,0.44,0.6154,0.3333,18,13,8,1,0,0
370.0779599,"C15H17O10N1","CHON","unsaturated/lignin",1.13,0.67,0.2222,0.4,15,17,10,1,0,0
370.0931241,"C19H17O7N1","CHON","aromatic",0.89,0.37,0.5172,0,19,17,7,1,0,0
370.0992779,"C12H21O12N1","CHON","aliphatic",1.75,1,-0.8,0.5,12,21,12,1,0,0
370.1143777,"C16H21O9N1","CHON","unsaturated/lignin",1.31,0.56,0.1429,0,16,21,9,1,0,0
370.1256395,"C15H21O8N3","CHON","unsaturated/lignin",1.4,0.53,0,0.2667,15,21,8,3,0,0
370.1274012,"C13H26O9N1P1","CHONP","aliphatic",2,0.69,-0.6923,-0.3846,13,26,9,1,0,1
370.130596,"C21H25O1N1S2","CHONS","unsaturated/lignin",1.19,0.05,0.3714,-0.7619,21,25,1,1,2,0
370.1385027,"C12H26O8N3P1","CHONP","aliphatic",2.17,0.67,-1.5,-0.0833,12,26,8,3,0,1
370.1507337,"C17H25O8N1","CHON","unsaturated/lignin",1.47,0.47,0.0833,-0.3529,17,25,8,1,0,0
370.1540316,"C14H29O8N1S1","CHONS","aliphatic",2.07,0.57,-0.625,-0.5714,14,29,8,1,1,0
370.1619529,"C16H25O7N3","CHON","aliphatic",1.56,0.44,-0.0526,-0.125,16,25,7,3,0,0
370.1983298,"C17H29O6N3","CHON","aliphatic",1.71,0.35,-0.0909,-0.4706,17,29,6,3,0,0
370.9891855,"C13H8O13","CHO","aromatic",0.62,1,0.5385,1.3846,13,8,13,0,0,0
371.0019896,"C21H8O5S1","CHOS","condensed_arom",0.38,0.24,0.8286,0.1905,21,8,5,0,1,0
371.0045173,"C17H8O10","CHO","condensed_arom",0.47,0.59,0.75,0.7059,17,8,10,0,0,0
371.0057283,"C18H4O6N4","CHON","condensed_arom",0.22,0.33,1.0909,1.1111,18,4,6,4,0,0
371.0078324,"C14H12O10S1","CHOS","unsaturated/lignin",0.86,0.71,0.375,0.7143,14,12,10,0,1,0
371.0149692,"C18H13O5S1P1","CHOSP","aromatic",0.72,0.28,0.6296,-0.0556,18,13,5,0,1,1
371.0174947,"C14H13O10P1","CHOP","unsaturated/lignin",0.93,0.71,0.375,0.5,14,13,10,0,0,1
371.0255685,"C14H12O12","CHO","unsaturated/lignin",0.86,0.86,0.375,0.8571,14,12,12,0,0,0
371.0334761,"C19H17O2S2P1","CHOSP","aromatic",0.89,0.11,0.5333,-0.4737,19,17,2,0,2,1
371.0385284,"C11H17O12P1","CHOP","aliphatic",1.55,1.09,-0.75,0.6364,11,17,12,0,0,1
371.040862,"C18H12O9","CHO","aromatic",0.67,0.5,0.6296,0.3333,18,12,9,0,0,0
371.0441103,"C15H16O9S1","CHOS","unsaturated/lignin",1.07,0.6,0.2632,0.2667,15,16,9,0,1,0
371.0514518,"C19H17O4S1P1","CHOSP","aromatic",0.89,0.21,0.5333,-0.3684,19,17,4,0,1,1
371.0619996,"C15H16O11","CHO","unsaturated/lignin",1.07,0.73,0.2632,0.4,15,16,11,0,0,0
371.0690219,"C19H17O6P1","CHOP","aromatic",0.89,0.32,0.5333,-0.2632,19,17,6,0,0,1
371.0731875,"C14H16O10N2","CHON","unsaturated/lignin",1.14,0.71,0.1429,0.7143,14,16,10,2,0,0
371.0748971,"C12H21O11P1","CHOP","aliphatic",1.75,0.92,-0.6364,0.0833,12,21,11,0,0,1
371.0772394,"C19H16O8","CHO","aromatic",0.84,0.42,0.5333,0,19,16,8,0,0,0
371.0803996,"C18H17O5N2P1","CHONP","aromatic",0.94,0.28,0.52,-0.0556,18,17,5,2,0,1
371.086879,"C12H25O5N2S2P1","CHONSP","aliphatic",2.08,0.42,-1.2222,-0.4167,12,25,5,2,2,1
371.0878564,"C20H21O3S1P1","CHOSP","unsaturated/lignin",1.05,0.15,0.4545,-0.65,20,21,3,0,1,1
371.088653,"C18H16O7N2","CHON","aromatic",0.89,0.39,0.52,0.2222,18,16,7,2,0,0
371.0903056,"C16H21O8P1","CHOP","unsaturated/lignin",1.31,0.5,0.1818,-0.3125,16,21,8,0,0,1
371.0926757,"C23H16O5","CHO","aromatic",0.7,0.22,0.6585,-0.2609,23,16,5,0,0,0
371.0983371,"C16H20O10","CHO","unsaturated/lignin",1.25,0.62,0.1818,0,16,20,10,0,0,0
371.10158,"C13H24O10S1","CHOS","aliphatic",1.85,0.77,-0.5714,-0.1538,13,24,10,0,1,0
371.1095868,"C15H20O9N2","CHON","unsaturated/lignin",1.33,0.6,0.0588,0.2667,15,20,9,2,0,0
371.111363,"C13H25O10P1","CHOP","aliphatic",1.92,0.77,-0.5714,-0.3846,13,25,10,0,0,1
371.1136201,"C20H20O7","CHO","unsaturated/lignin",1,0.35,0.4545,-0.3,20,20,7,0,0,0
371.1168361,"C17H24O7S1","CHOS","unsaturated/lignin",1.41,0.41,0.12,-0.4706,17,24,7,0,1,0
371.1223687,"C23H20O1N2S1","CHONS","aromatic",0.87,0.04,0.5897,-0.4348,23,20,1,2,1,0
371.1233425,"C13H29O4N2S2P1","CHONSP","aliphatic",2.23,0.31,-1,-0.8462,13,29,4,2,2,1
371.1243313,"C21H25O2S1P1","CHOSP","unsaturated/lignin",1.19,0.1,0.3889,-0.9048,21,25,2,0,1,1
371.1249891,"C19H20O6N2","CHON","unsaturated/lignin",1.05,0.32,0.4286,-0.1053,19,20,6,2,0,0
371.1347801,"C17H24O9","CHO","unsaturated/lignin",1.41,0.53,0.12,-0.3529,17,24,9,0,0,0
371.1460085,"C16H24O8N2","CHON","aliphatic",1.5,0.5,0,-0.125,16,24,8,2,0,0
371.1478064,"C14H29O9P1","CHOP","aliphatic",2.07,0.64,-0.5294,-0.7857,14,29,9,0,0,1
371.1499788,"C21H24O6","CHO","unsaturated/lignin",1.14,0.29,0.3889,-0.5714,21,24,6,0,0,0
371.1533769,"C18H28O6S1","CHOS","aliphatic",1.56,0.33,0.0714,-0.7778,18,28,6,0,1,0
371.1711271,"C18H28O8","CHO","aliphatic",1.56,0.44,0.0714,-0.6667,18,28,8,0,0,0
371.1823366,"C17H28O7N2","CHON","aliphatic",1.65,0.41,-0.0435,-0.4706,17,28,7,2,0,0
371.1841773,"C15H33O8P1","CHOP","aliphatic",2.2,0.53,-0.5,-1.1333,15,33,8,0,0,1
371.1863504,"C22H28O5","CHO","unsaturated/lignin",1.27,0.23,0.3333,-0.8182,22,28,5,0,0,0
371.1896835,"C19H32O5S1","CHOS","aliphatic",1.68,0.26,0.0323,-1.0526,19,32,5,0,1,0
371.1936324,"C16H28O6N4","CHON","aliphatic",1.75,0.38,-0.2222,-0.25,16,28,6,4,0,0
371.2075606,"C19H32O7","CHO","aliphatic",1.68,0.37,0.0323,-0.9474,19,32,7,0,0,0
371.2300076,"C17H32O5N4","CHON","aliphatic",1.88,0.29,-0.2381,-0.5882,17,32,5,4,0,0
371.2439305,"C20H36O6","CHO","aliphatic",1.8,0.3,0,-1.2,20,36,6,0,0,0
371.2551303,"C19H36O5N2","CHON","aliphatic",1.89,0.26,-0.1034,-1.0526,19,36,5,2,0,0
371.2803277,"C21H40O5","CHO","aliphatic",1.9,0.24,-0.027,-1.4286,21,40,5,0,0,0
371.9996996,"C16H7O10N1","CHON","condensed_arom",0.44,0.62,0.8,1,16,7,10,1,0,0
372.0125324,"C24H7O2N1S1","CHONS","condensed_arom",0.29,0.08,0.9048,0.0833,24,7,2,1,1,0
372.0361166,"C17H11O9N1","CHON","aromatic",0.65,0.53,0.6522,0.5882,17,11,9,1,0,0
372.0472445,"C16H11O8N3","CHON","condensed_arom",0.69,0.5,0.6667,0.875,16,11,8,3,0,0
372.0572071,"C14H15O11N1","CHON","unsaturated/lignin",1.07,0.79,0.2,0.7143,14,15,11,1,0,0
372.0726671,"C18H15O8N1","CHON","aromatic",0.83,0.44,0.5385,0.2222,18,15,8,1,0,0
372.085554,"C15H20O8N1P1","CHONP","unsaturated/lignin",1.33,0.53,0.1111,-0.0667,15,20,8,1,0,1
372.106672,"C12H24O10N1P1","CHONP","aliphatic",2,0.83,-1,-0.0833,12,24,10,1,0,1
372.1088968,"C19H19O7N1","CHON","unsaturated/lignin",1,0.37,0.4483,-0.1053,19,19,7,1,0,0
372.1219242,"C16H24O7N1P1","CHONP","aliphatic",1.5,0.44,0.0476,-0.4375,16,24,7,1,0,1
372.1299991,"C16H23O9N1","CHON","unsaturated/lignin",1.44,0.56,0.0476,-0.125,16,23,9,1,0,0
372.1412265,"C15H23O8N3","CHON","aliphatic",1.53,0.53,-0.125,0.1333,15,23,8,3,0,0
372.1429029,"C13H28O9N1P1","CHONP","aliphatic",2.15,0.69,-0.8462,-0.5385,13,28,9,1,0,1
372.148701,"C17H27O6N1S1","CHONS","aliphatic",1.59,0.35,0,-0.5882,17,27,6,1,1,0
372.1606204,"C24H23O3N1","CHON","aromatic",0.96,0.12,0.5349,-0.5833,24,23,3,1,0,0
372.1664063,"C17H27O8N1","CHON","aliphatic",1.59,0.47,0,-0.4706,17,27,8,1,0,0
372.1776346,"C16H27O7N3","CHON","aliphatic",1.69,0.44,-0.1579,-0.25,16,27,7,3,0,0
372.188908,"C15H27O6N5","CHON","aliphatic",1.8,0.4,-0.4286,0,15,27,6,5,0,0
372.2027914,"C18H31O7N1","CHON","aliphatic",1.72,0.39,-0.037,-0.7778,18,31,7,1,0,0
372.2140085,"C17H31O6N3","CHON","aliphatic",1.82,0.35,-0.1818,-0.5882,17,31,6,3,0,0
372.3038555,"C21H44O2N1P1","CHONP","aliphatic",2.1,0.1,-0.1111,-1.7619,21,44,2,1,0,1
